new,old
Vitvi14g00433,VIT_14s0030g01860
Vitvi14g00434,VIT_14s0030g01870
Vitvi14g00437,VIT_14s0030g01880
Vitvi14g00438,VIT_14s0030g01890
Vitvi14g00439,VIT_14s0030g01900
Vitvi14g00440,VIT_14s0030g01910
Vitvi14g00441,VIT_14s0030g01930
Vitvi14g00445,VIT_14s0030g01950
Vitvi14g00446,VIT_14s0030g01960
Vitvi14g00450,VIT_14s0030g01970
Vitvi14g00454,VIT_14s0030g02030
Vitvi14g00455,VIT_14s0030g02040
Vitvi14g00456,VIT_14s0030g02050
Vitvi14g00458,VIT_14s0030g02080
Vitvi14g00459,VIT_14s0030g02090
Vitvi14g00461,VIT_14s0030g02110
Vitvi14g00465,VIT_14s0030g02130
Vitvi14g00466,VIT_14s0030g02140
Vitvi14g00468,VIT_14s0030g02150
Vitvi14g00469,VIT_14s0030g02160
Vitvi14g00470,VIT_14s0030g02170
Vitvi14g00471,VIT_14s0030g02180
Vitvi14g00472,VIT_14s0030g02190
Vitvi14g00473,VIT_14s0030g02200
Vitvi14g00475,VIT_14s0030g02210
Vitvi14g00476,VIT_14s0030g02220
Vitvi14g00477,VIT_14s0030g02230
Vitvi14g00478,VIT_14s0030g02240
Vitvi14g00479,VIT_14s0030g02260
Vitvi14g00480,VIT_14s0030g02280
Vitvi14g00482,VIT_14s0030g02300
Vitvi14g00483,VIT_14s0030g02310
Vitvi14g00484,VIT_14s0081g00010
Vitvi14g00485,VIT_14s0081g00020
Vitvi14g00487,VIT_14s0081g00030
Vitvi14g00488,VIT_14s0081g00050
Vitvi14g00489,VIT_14s0081g00060
Vitvi14g00490,VIT_14s0081g00070
Vitvi14g00491,VIT_14s0081g00080
Vitvi14g00493,VIT_14s0081g00110
Vitvi14g00495,VIT_14s0081g00120
Vitvi14g00497,VIT_14s0081g00150
Vitvi14g00499,VIT_14s0081g00160
Vitvi14g00500,VIT_14s0081g00190
Vitvi14g00503,VIT_14s0081g00240
Vitvi14g00507,VIT_14s0081g00310
Vitvi14g00508,VIT_14s0081g00320
Vitvi14g00509,VIT_14s0081g00330
Vitvi14g00510,VIT_14s0081g00340
Vitvi14g00511,VIT_14s0081g00350
Vitvi14g00514,VIT_14s0081g00370
Vitvi14g00518,VIT_14s0081g00390
Vitvi14g00521,VIT_14s0081g00440
Vitvi14g00528,VIT_14s0081g00460
Vitvi14g00535,VIT_14s0081g00480
Vitvi14g00536,VIT_14s0081g00490
Vitvi14g00537,VIT_14s0081g00500
Vitvi14g00539,VIT_14s0081g00530
Vitvi14g00540,VIT_14s0081g00560
Vitvi14g00541,VIT_14s0081g00570
Vitvi14g00544,VIT_14s0081g00600
Vitvi14g00545,VIT_14s0081g00610
Vitvi14g00546,VIT_14s0081g00620
Vitvi14g00547,VIT_14s0081g00630
Vitvi14g00551,VIT_14s0081g00650
Vitvi14g00551,VIT_14s0081g00660
Vitvi14g00555,VIT_14s0081g00670
Vitvi14g00557,VIT_14s0081g00680
Vitvi14g00558,VIT_14s0081g00690
Vitvi14g00560,VIT_14s0081g00700
Vitvi14g00561,VIT_14s0081g00710
Vitvi14g00562,VIT_14s0081g00720
Vitvi14g00564,VIT_14s0081g00730
Vitvi14g00569,VIT_14s0081g00760
Vitvi14g00570,VIT_14s0081g00790
Vitvi14g00574,VIT_14s0036g00010
Vitvi14g00577,VIT_14s0036g00100
Vitvi14g00578,VIT_14s0036g00110
Vitvi14g00581,VIT_14s0036g00120
Vitvi14g00583,VIT_14s0036g00130
Vitvi14g00584,VIT_14s0036g00140
Vitvi14g00587,VIT_14s0036g00230
Vitvi14g00589,VIT_14s0036g00260
Vitvi14g00591,VIT_14s0036g00300
Vitvi14g00591,VIT_14s0036g00290
Vitvi14g00593,VIT_14s0036g00310
Vitvi14g00598,VIT_14s0036g00370
Vitvi14g00598,VIT_14s0036g00340
Vitvi14g00599,VIT_14s0036g00380
Vitvi14g00605,VIT_14s0036g00420
Vitvi14g00608,VIT_14s0036g00430
Vitvi14g00609,VIT_14s0036g00440
Vitvi14g00612,VIT_14s0036g00460
Vitvi14g00614,VIT_14s0036g00470
Vitvi14g00615,VIT_14s0036g00480
Vitvi14g00618,VIT_14s0036g00500
Vitvi14g00618,VIT_14s0036g00510
Vitvi14g00619,VIT_14s0036g00520
Vitvi14g00623,VIT_14s0036g00540
Vitvi14g00626,VIT_14s0036g00560
Vitvi14g00627,VIT_14s0036g00570
Vitvi14g00628,VIT_14s0036g00580
Vitvi14g00630,VIT_14s0036g00630
Vitvi14g00632,VIT_14s0036g00660
Vitvi14g00637,VIT_14s0036g00680
Vitvi14g00638,VIT_14s0036g00690
Vitvi14g00640,VIT_14s0036g00700
Vitvi14g00643,VIT_14s0036g00750
Vitvi14g00643,VIT_14s0036g00730
Vitvi14g00645,VIT_14s0036g00790
Vitvi14g00645,VIT_14s0036g00800
Vitvi14g00646,VIT_14s0036g00810
Vitvi14g00647,VIT_14s0036g00830
Vitvi14g00647,VIT_14s0036g00820
Vitvi14g00648,VIT_14s0036g00840
Vitvi14g00648,VIT_14s0036g00850
Vitvi14g00649,VIT_14s0036g00870
Vitvi14g00651,VIT_14s0036g00890
Vitvi14g00654,VIT_14s0036g00920
Vitvi14g00658,VIT_14s0036g00930
Vitvi14g00663,VIT_14s0036g00940
Vitvi14g00666,VIT_14s0036g00970
Vitvi14g00667,VIT_14s0036g00980
Vitvi14g00668,VIT_14s0036g00990
Vitvi14g00669,VIT_14s0036g01000
Vitvi14g00671,VIT_14s0036g01010
Vitvi14g00672,VIT_14s0036g01020
Vitvi14g00674,VIT_14s0036g01030
Vitvi14g00675,VIT_14s0036g01040
Vitvi14g00676,VIT_14s0036g01050
Vitvi14g00679,VIT_14s0036g01060
Vitvi14g00685,VIT_14s0036g01090
Vitvi14g00691,VIT_14s0036g01110
Vitvi14g00695,VIT_14s0036g01120
Vitvi14g00696,VIT_14s0036g01130
Vitvi14g00702,VIT_14s0036g01170
Vitvi14g00707,VIT_14s0036g01210
Vitvi14g00708,VIT_14s0036g01220
Vitvi14g00716,VIT_14s0036g01240
Vitvi14g00729,VIT_14s0036g01320
Vitvi14g00736,VIT_14s0036g01380
Vitvi14g00737,VIT_14s0036g01400
Vitvi14g00738,VIT_14s0036g01410
Vitvi14g00742,VIT_14s0036g01450
Vitvi14g00743,VIT_14s0036g01460
Vitvi14g00746,VIT_14s0036g01520
Vitvi14g00747,VIT_14s0036g01530
Vitvi14g00753,VIT_14s0006g00030
Vitvi14g00754,VIT_14s0006g00050
Vitvi14g00762,VIT_14s0006g00090
Vitvi14g00763,VIT_14s0006g00100
Vitvi14g00764,VIT_14s0006g00120
Vitvi14g00768,VIT_14s0006g00140
Vitvi14g00770,VIT_14s0006g00170
Vitvi14g00772,VIT_14s0006g00180
Vitvi14g00774,VIT_14s0006g00230
Vitvi14g00775,VIT_14s0006g00250
Vitvi14g00784,VIT_14s0006g00270
Vitvi14g00786,VIT_14s0006g00300
Vitvi14g00790,VIT_14s0006g00320
Vitvi14g00791,VIT_14s0006g00350
Vitvi14g00798,VIT_14s0006g00380
Vitvi14g00800,VIT_14s0006g00420
Vitvi14g00803,VIT_14s0006g00430
Vitvi14g00809,VIT_14s0006g00460
Vitvi14g00821,VIT_14s0006g00520
Vitvi14g00829,VIT_14s0006g00570
Vitvi14g00830,VIT_14s0006g00580
Vitvi14g00831,VIT_14s0006g00590
Vitvi14g00831,VIT_14s0006g00600
Vitvi14g00840,VIT_14s0006g00630
Vitvi14g00841,VIT_14s0006g00640
Vitvi14g00842,VIT_14s0006g00650
Vitvi14g00866,VIT_14s0006g00760
Vitvi14g00869,VIT_14s0006g00800
Vitvi14g00871,VIT_14s0006g00820
Vitvi14g00877,VIT_14s0006g00830
Vitvi14g00883,VIT_14s0006g00850
Vitvi14g00883,VIT_14s0006g00860
Vitvi14g00887,VIT_14s0006g00910
Vitvi14g00888,VIT_14s0006g00920
Vitvi14g00891,VIT_14s0006g01000
Vitvi14g00891,VIT_14s0006g00990
Vitvi14g00891,VIT_14s0006g00960
Vitvi14g00891,VIT_14s0006g00970
Vitvi14g00891,VIT_14s0006g00980
Vitvi14g00893,VIT_14s0006g01020
Vitvi14g00894,VIT_14s0006g01030
Vitvi14g00896,VIT_14s0006g01050
Vitvi14g00900,VIT_14s0006g01080
Vitvi14g00901,VIT_14s0006g01090
Vitvi14g00901,VIT_14s0006g01100
Vitvi14g00902,VIT_14s0006g01120
Vitvi14g00905,VIT_14s0006g01130
Vitvi14g00907,VIT_14s0006g01150
Vitvi14g00910,VIT_14s0006g01170
Vitvi14g00912,VIT_14s0006g01200
Vitvi14g00914,VIT_14s0006g01210
Vitvi14g00915,VIT_14s0006g01220
Vitvi14g00918,VIT_14s0006g01230
Vitvi14g00919,VIT_14s0006g01240
Vitvi14g00920,VIT_14s0006g01250
Vitvi14g00925,VIT_14s0006g01280
Vitvi14g00930,VIT_14s0006g01290
Vitvi14g00934,VIT_14s0006g01320
Vitvi14g00937,VIT_14s0006g01330
Vitvi14g00940,VIT_14s0006g01340
Vitvi14g00943,VIT_14s0006g01360
Vitvi14g00947,VIT_14s0006g01370
Vitvi14g00948,VIT_14s0006g01380
Vitvi14g00949,VIT_14s0006g01400
Vitvi14g00950,VIT_14s0006g01410
Vitvi14g00952,VIT_14s0006g01420
Vitvi14g00953,VIT_14s0006g01430
Vitvi14g00954,VIT_14s0006g01440
Vitvi14g00956,VIT_14s0006g01450
Vitvi14g00957,VIT_14s0006g01460
Vitvi14g00958,VIT_14s0006g01470
Vitvi14g00961,VIT_14s0006g01510
Vitvi14g00964,VIT_14s0006g01530
Vitvi14g00966,VIT_14s0006g01540
Vitvi14g00968,VIT_14s0006g01560
Vitvi14g00969,VIT_14s0006g01570
Vitvi14g00971,VIT_14s0006g01580
Vitvi14g00972,VIT_14s0006g01600
Vitvi14g00973,VIT_14s0006g01610
Vitvi14g00974,VIT_14s0006g01620
Vitvi14g00977,VIT_14s0006g01650
Vitvi14g00980,VIT_14s0006g01660
Vitvi14g00986,VIT_14s0006g01670
Vitvi14g00986,VIT_14s0006g01680
Vitvi14g00987,VIT_14s0006g01710
Vitvi14g00990,VIT_14s0006g01730
Vitvi14g00992,VIT_14s0006g01740
Vitvi14g00993,VIT_14s0006g01750
Vitvi14g00994,VIT_14s0006g01760
Vitvi14g00995,VIT_14s0006g01780
Vitvi14g00996,VIT_14s0006g01790
Vitvi14g00997,VIT_14s0006g01800
Vitvi14g00998,VIT_14s0006g01820
Vitvi14g00999,VIT_14s0006g01830
Vitvi14g01003,VIT_14s0006g01840
Vitvi14g01004,VIT_14s0006g01850
Vitvi14g01005,VIT_14s0006g01870
Vitvi14g01006,VIT_14s0006g01880
Vitvi14g01007,VIT_14s0006g01890
Vitvi14g01011,VIT_14s0006g01900
Vitvi14g01016,VIT_14s0006g01950
Vitvi14g01018,VIT_14s0006g01960
Vitvi14g01023,VIT_14s0006g01970
Vitvi14g01025,VIT_14s0006g01980
Vitvi14g01026,VIT_14s0006g01990
Vitvi14g01026,VIT_14s0006g02000
Vitvi14g01031,VIT_14s0006g02010
Vitvi14g01032,VIT_14s0006g02020
Vitvi14g01033,VIT_14s0006g02030
Vitvi14g01035,VIT_14s0006g02080
Vitvi14g01040,VIT_14s0006g02100
Vitvi14g01040,VIT_14s0006g02110
Vitvi14g01040,VIT_14s0006g02090
Vitvi14g01040,VIT_14s0006g02100
Vitvi14g01042,VIT_14s0006g02120
Vitvi14g01044,VIT_14s0006g02140
Vitvi14g01051,VIT_14s0006g02160
Vitvi14g01053,VIT_14s0006g02180
Vitvi14g01055,VIT_14s0006g02190
Vitvi14g01055,VIT_14s0006g02210
Vitvi14g01057,VIT_14s0006g02220
Vitvi14g01060,VIT_14s0006g02230
Vitvi14g01061,VIT_14s0006g02240
Vitvi14g01062,VIT_14s0006g02260
Vitvi14g01064,VIT_14s0006g02270
Vitvi14g01066,VIT_14s0006g02280
Vitvi14g01067,VIT_14s0006g02290
Vitvi14g01068,VIT_14s0006g02300
Vitvi14g01075,VIT_14s0006g02330
Vitvi14g01080,VIT_14s0006g02360
Vitvi14g01082,VIT_14s0006g02380
Vitvi14g01096,VIT_14s0006g02390
Vitvi14g01106,VIT_14s0006g02400
Vitvi14g01112,VIT_14s0006g02420
Vitvi14g01113,VIT_14s0006g02430
Vitvi14g01114,VIT_14s0006g02450
Vitvi14g01118,VIT_14s0006g02470
Vitvi14g01119,VIT_14s0006g02480
Vitvi14g01120,VIT_14s0006g02490
Vitvi14g01124,VIT_14s0006g02510
Vitvi14g01125,VIT_14s0006g02520
Vitvi14g01127,VIT_14s0006g02540
Vitvi14g01128,VIT_14s0006g02550
Vitvi14g01132,VIT_14s0006g02570
Vitvi14g01136,VIT_14s0006g02590
Vitvi14g01138,VIT_14s0006g02600
Vitvi14g01141,VIT_14s0006g02610
Vitvi14g01144,VIT_14s0006g02620
Vitvi14g01145,VIT_14s0006g02640
Vitvi14g01145,VIT_14s0006g02630
Vitvi14g01149,VIT_14s0006g02650
Vitvi14g01150,VIT_14s0006g02660
Vitvi14g01151,VIT_14s0006g02680
Vitvi14g01151,VIT_14s0006g02670
Vitvi14g01152,VIT_14s0006g02690
Vitvi14g01156,VIT_14s0006g02700
Vitvi14g01157,VIT_14s0006g02720
Vitvi14g01160,VIT_14s0006g02750
Vitvi14g01162,VIT_14s0006g02760
Vitvi14g01165,VIT_14s0006g02770
Vitvi14g01176,VIT_14s0006g02800
Vitvi14g01177,VIT_14s0006g02810
Vitvi14g01178,VIT_14s0006g02820
Vitvi14g01179,VIT_14s0006g02830
Vitvi14g01180,VIT_14s0006g02840
Vitvi14g01181,VIT_14s0006g02850
Vitvi14g01184,VIT_14s0006g02870
Vitvi14g01185,VIT_14s0006g02880
Vitvi14g01186,VIT_14s0006g02890
Vitvi14g01187,VIT_14s0006g02900
Vitvi14g01188,VIT_14s0006g02910
Vitvi14g01193,VIT_14s0006g02950
Vitvi14g01194,VIT_14s0006g02960
Vitvi14g01195,VIT_14s0006g02970
Vitvi14g01197,VIT_14s0006g02980
Vitvi14g01198,VIT_14s0006g02990
Vitvi14g01201,VIT_14s0006g03000
Vitvi14g01204,VIT_14s0006g03020
Vitvi14g01205,VIT_14s0006g03030
Vitvi14g01208,VIT_14s0006g03040
Vitvi14g01211,VIT_14s0006g03050
Vitvi14g01212,VIT_14s0006g03060
Vitvi14g01213,VIT_14s0006g03070
Vitvi14g01218,VIT_14s0006g03090
Vitvi14g01221,VIT_14s0006g03140
Vitvi14g01221,VIT_14s0006g03150
Vitvi14g01221,VIT_14s0006g03160
Vitvi14g01221,VIT_14s0006g03170
Vitvi14g01221,VIT_14s0006g03130
Vitvi14g01221,VIT_14s0006g03120
Vitvi14g01222,VIT_14s0006g03180
Vitvi14g01224,VIT_14s0006g03200
Vitvi14g01226,VIT_14s0006g03230
Vitvi14g01227,VIT_14s0006g03240
Vitvi14g01228,VIT_14s0006g03260
Vitvi14g01230,VIT_14s0006g03270
Vitvi14g01232,VIT_14s0006g03280
Vitvi14g01233,VIT_14s0006g03290
Vitvi14g01235,VIT_14s0083g00030
Vitvi14g01237,VIT_14s0083g00040
Vitvi14g01238,VIT_14s0083g00050
Vitvi14g01238,VIT_14s0083g00060
Vitvi14g01239,VIT_14s0083g00070
Vitvi14g01240,VIT_14s0083g00080
Vitvi14g01245,VIT_14s0083g00100
Vitvi14g01246,VIT_14s0083g00110
Vitvi14g01247,VIT_14s0083g00120
Vitvi14g01248,VIT_14s0083g00130
Vitvi14g01253,VIT_14s0083g00150
Vitvi14g01254,VIT_14s0083g00160
Vitvi14g01255,VIT_14s0083g00170
Vitvi14g01256,VIT_14s0083g00180
Vitvi14g01257,VIT_14s0083g00190
Vitvi14g01258,VIT_14s0083g00200
Vitvi14g01259,VIT_14s0083g00220
Vitvi14g01260,VIT_14s0083g00230
Vitvi14g01260,VIT_14s0083g00240
Vitvi14g01262,VIT_14s0083g00290
Vitvi14g01263,VIT_14s0083g00300
Vitvi14g01264,VIT_14s0083g00320
Vitvi14g01265,VIT_14s0083g00330
Vitvi14g01266,VIT_14s0083g00350
Vitvi14g01267,VIT_14s0083g00360
Vitvi14g01268,VIT_14s0083g00370
Vitvi14g01269,VIT_14s0083g00390
Vitvi14g01272,VIT_14s0083g00400
Vitvi14g01273,VIT_14s0083g00410
Vitvi14g01277,VIT_14s0083g00420
Vitvi14g01279,VIT_14s0083g00440
Vitvi14g01280,VIT_14s0083g00450
Vitvi14g01281,VIT_14s0083g00460
Vitvi14g01282,VIT_14s0083g00510
Vitvi14g01283,VIT_14s0083g00520
Vitvi14g01286,VIT_14s0083g00530
Vitvi14g01287,VIT_14s0083g00540
Vitvi14g01288,VIT_14s0083g00550
Vitvi14g01289,VIT_14s0083g00580
Vitvi14g01290,VIT_14s0083g00590
Vitvi14g01291,VIT_14s0083g00600
Vitvi14g01292,VIT_14s0083g00610
Vitvi14g01294,VIT_14s0083g00620
Vitvi14g01295,VIT_14s0083g00630
Vitvi14g01296,VIT_14s0083g00640
Vitvi14g01297,VIT_14s0083g00660
Vitvi14g01299,VIT_14s0083g00680
Vitvi14g01301,VIT_14s0083g00690
Vitvi14g01302,VIT_14s0083g00700
Vitvi14g01303,VIT_14s0083g00710
Vitvi14g01305,VIT_14s0083g00720
Vitvi14g01306,VIT_14s0083g00730
Vitvi14g01307,VIT_14s0083g00740
Vitvi14g01308,VIT_14s0083g00760
Vitvi14g01308,VIT_14s0083g00750
Vitvi14g01309,VIT_14s0083g00770
Vitvi14g01310,VIT_14s0083g00780
Vitvi14g01311,VIT_14s0083g00790
Vitvi14g01312,VIT_14s0083g00800
Vitvi14g01313,VIT_14s0083g00810
Vitvi14g01314,VIT_14s0083g00820
Vitvi14g01316,VIT_14s0083g00830
Vitvi14g01317,VIT_14s0083g00840
Vitvi14g01318,VIT_14s0083g00850
Vitvi14g01319,VIT_14s0083g00870
Vitvi14g01321,VIT_14s0083g00880
Vitvi14g01322,VIT_14s0083g00890
Vitvi14g01323,VIT_14s0083g00900
Vitvi14g01325,VIT_14s0083g00910
Vitvi14g01326,VIT_14s0083g00930
Vitvi14g01327,VIT_14s0083g00940
Vitvi14g01329,VIT_14s0083g00950
Vitvi14g01330,VIT_14s0083g00960
Vitvi14g01332,VIT_14s0083g00970
Vitvi14g01336,VIT_14s0083g00980
Vitvi14g01337,VIT_14s0083g00990
Vitvi14g01338,VIT_14s0083g01000
Vitvi14g01339,VIT_14s0083g01010
Vitvi14g01340,VIT_14s0083g01020
Vitvi14g01341,VIT_14s0083g01030
Vitvi14g01344,VIT_14s0083g01050
Vitvi14g01346,VIT_14s0083g01060
Vitvi14g01349,VIT_14s0083g01090
Vitvi14g01350,VIT_14s0083g01100
Vitvi14g01351,VIT_14s0083g01110
Vitvi14g01352,VIT_14s0083g01120
Vitvi14g01353,VIT_14s0083g01130
Vitvi14g01354,VIT_14s0083g01140
Vitvi14g01357,VIT_14s0083g01150
Vitvi14g01358,VIT_14s0083g01160
Vitvi14g01360,VIT_14s0083g01170
Vitvi14g01362,VIT_14s0083g01180
Vitvi14g01364,VIT_14s0083g01200
Vitvi14g01365,VIT_14s0083g01210
Vitvi14g01367,VIT_14s0083g01220
Vitvi14g01373,VIT_14s0068g00010
Vitvi14g01374,VIT_14s0068g00020
Vitvi14g01375,VIT_14s0068g00030
Vitvi14g01378,VIT_14s0068g00070
Vitvi14g01379,VIT_14s0068g00110
Vitvi14g01380,VIT_14s0068g00120
Vitvi14g01380,VIT_14s0068g00130
Vitvi14g01381,VIT_14s0068g00140
Vitvi14g01385,VIT_14s0068g00220
Vitvi14g01386,VIT_14s0068g00230
Vitvi14g01387,VIT_14s0068g00240
Vitvi14g01389,VIT_14s0068g00250
Vitvi14g01390,VIT_14s0068g00260
Vitvi14g01391,VIT_14s0068g00280
Vitvi14g01392,VIT_14s0068g00290
Vitvi14g01394,VIT_14s0068g00300
Vitvi14g01395,VIT_14s0068g00310
Vitvi14g01398,VIT_14s0068g00330
Vitvi14g01400,VIT_14s0068g00340
Vitvi14g01401,VIT_14s0068g00360
Vitvi14g01401,VIT_14s0068g00370
Vitvi14g01402,VIT_14s0068g00380
Vitvi14g01403,VIT_14s0068g00390
Vitvi14g01404,VIT_14s0068g00400
Vitvi14g01405,VIT_14s0068g00410
Vitvi14g01406,VIT_14s0068g00420
Vitvi14g01407,VIT_14s0068g00430
Vitvi14g01409,VIT_14s0068g00440
Vitvi14g01411,VIT_14s0068g00470
Vitvi14g01413,VIT_14s0068g00520
Vitvi14g01415,VIT_14s0068g00600
Vitvi14g01418,VIT_14s0068g00630
Vitvi14g01419,VIT_14s0068g00640
Vitvi14g01420,VIT_14s0068g00650
Vitvi14g01422,VIT_14s0068g00660
Vitvi14g01423,VIT_14s0068g00670
Vitvi14g01424,VIT_14s0068g00680
Vitvi14g01425,VIT_14s0068g00690
Vitvi14g01426,VIT_14s0068g00700
Vitvi14g01427,VIT_14s0068g00710
Vitvi14g01428,VIT_14s0068g00720
Vitvi14g01429,VIT_14s0068g00730
Vitvi14g01431,VIT_14s0068g00760
Vitvi14g01432,VIT_14s0068g00770
Vitvi14g01433,VIT_14s0068g00780
Vitvi14g01434,VIT_14s0068g00790
Vitvi14g01435,VIT_14s0068g00800
Vitvi14g01436,VIT_14s0068g00810
Vitvi14g01437,VIT_14s0068g00820
Vitvi14g01438,VIT_14s0068g00830
Vitvi14g01439,VIT_14s0068g00840
Vitvi14g01440,VIT_14s0068g00850
Vitvi14g01441,VIT_14s0068g00860
Vitvi14g01442,VIT_14s0068g00870
Vitvi14g01444,VIT_14s0068g00880
Vitvi14g01445,VIT_14s0068g00890
Vitvi14g01446,VIT_14s0068g00900
Vitvi14g01447,VIT_14s0068g00910
Vitvi14g01448,VIT_14s0068g00920
Vitvi14g01449,VIT_14s0068g00930
Vitvi14g01450,VIT_14s0068g00940
Vitvi14g01451,VIT_14s0068g00950
Vitvi14g01452,VIT_14s0068g00980
Vitvi14g01454,VIT_14s0068g01000
Vitvi14g01454,VIT_14s0068g00990
Vitvi14g01455,VIT_14s0068g01010
Vitvi14g01456,VIT_14s0068g01020
Vitvi14g01457,VIT_14s0068g01030
Vitvi14g01458,VIT_14s0068g01040
Vitvi14g01459,VIT_14s0068g01050
Vitvi14g01460,VIT_14s0068g01060
Vitvi14g01462,VIT_14s0068g01070
Vitvi14g01462,VIT_14s0068g01090
Vitvi14g01463,VIT_14s0068g01100
Vitvi14g01464,VIT_14s0068g01110
Vitvi14g01465,VIT_14s0068g01120
Vitvi14g01466,VIT_14s0068g01130
Vitvi14g01467,VIT_14s0068g01140
Vitvi14g01468,VIT_14s0068g01150
Vitvi14g01469,VIT_14s0068g01160
Vitvi14g01470,VIT_14s0068g01170
Vitvi14g01471,VIT_14s0068g01180
Vitvi14g01472,VIT_14s0068g01190
Vitvi14g01473,VIT_14s0068g01200
Vitvi14g01474,VIT_14s0068g01210
Vitvi14g01475,VIT_14s0068g01220
Vitvi14g01476,VIT_14s0068g01230
Vitvi14g01477,VIT_14s0068g01240
Vitvi14g01478,VIT_14s0068g01260
Vitvi14g01479,VIT_14s0068g01280
Vitvi14g01480,VIT_14s0068g01290
Vitvi14g01481,VIT_14s0068g01300
Vitvi14g01482,VIT_14s0068g01330
Vitvi14g01483,VIT_14s0068g01350
Vitvi14g01485,VIT_14s0068g01360
Vitvi14g01486,VIT_14s0068g01370
Vitvi14g01487,VIT_14s0068g01380
Vitvi14g01488,VIT_14s0068g01390
Vitvi14g01489,VIT_14s0068g01400
Vitvi14g01491,VIT_14s0068g01410
Vitvi14g01493,VIT_14s0068g01420
Vitvi14g01494,VIT_14s0068g01430
Vitvi14g01495,VIT_14s0068g01440
Vitvi14g01496,VIT_14s0068g01450
Vitvi14g01497,VIT_14s0068g01460
Vitvi14g01498,VIT_14s0068g01470
Vitvi14g01499,VIT_14s0068g01490
Vitvi14g01500,VIT_14s0068g01500
Vitvi14g01501,VIT_14s0068g01510
Vitvi14g01502,VIT_14s0068g01520
Vitvi14g01503,VIT_14s0068g01530
Vitvi14g01504,VIT_14s0068g01540
Vitvi14g01505,VIT_14s0068g01550
Vitvi14g01506,VIT_14s0068g01560
Vitvi14g01507,VIT_14s0068g01570
Vitvi14g01508,VIT_14s0068g01580
Vitvi14g01509,VIT_14s0068g01590
Vitvi14g01510,VIT_14s0068g01610
Vitvi14g01511,VIT_14s0068g01620
Vitvi14g01513,VIT_14s0068g01630
Vitvi14g01514,VIT_14s0068g01640
Vitvi14g01515,VIT_14s0068g01650
Vitvi14g01516,VIT_14s0068g01660
Vitvi14g01517,VIT_14s0068g01670
Vitvi14g01519,VIT_14s0068g01690
Vitvi14g01520,VIT_14s0068g01710
Vitvi14g01521,VIT_14s0068g01730
Vitvi14g01522,VIT_14s0068g01760
Vitvi14g01523,VIT_14s0068g01770
Vitvi14g01524,VIT_14s0068g01780
Vitvi14g01525,VIT_14s0068g01790
Vitvi14g01526,VIT_14s0068g01800
Vitvi14g01527,VIT_14s0068g01840
Vitvi14g01528,VIT_14s0068g01860
Vitvi14g01529,VIT_14s0068g01870
Vitvi14g01530,VIT_14s0068g01890
Vitvi14g01532,VIT_14s0068g01920
Vitvi14g01533,VIT_14s0068g01930
Vitvi14g01534,VIT_14s0068g01940
Vitvi14g01535,VIT_14s0068g01950
Vitvi14g01537,VIT_14s0068g01960
Vitvi14g01540,VIT_14s0068g01970
Vitvi14g01541,VIT_14s0068g01980
Vitvi14g01542,VIT_14s0068g02000
Vitvi14g01543,VIT_14s0068g02010
Vitvi14g01544,VIT_14s0068g02020
Vitvi14g01545,VIT_14s0068g02030
Vitvi14g01546,VIT_14s0068g02040
Vitvi14g01547,VIT_14s0068g02060
Vitvi14g01548,VIT_14s0068g02070
Vitvi14g01549,VIT_14s0068g02080
Vitvi14g01550,VIT_14s0068g02090
Vitvi14g01551,VIT_14s0068g02110
Vitvi14g01552,VIT_14s0068g02120
Vitvi14g01553,VIT_14s0068g02130
Vitvi14g01554,VIT_14s0068g02140
Vitvi14g01555,VIT_14s0068g02150
Vitvi14g01557,VIT_14s0068g02160
Vitvi14g01560,VIT_14s0068g02190
Vitvi14g01561,VIT_14s0068g02200
Vitvi14g01566,VIT_14s0068g02280
Vitvi14g01567,VIT_14s0068g02320
Vitvi14g01568,VIT_14s0171g00100
Vitvi14g01569,VIT_14s0171g00110
Vitvi14g01571,VIT_14s0171g00130
Vitvi14g01573,VIT_14s0171g00150
Vitvi14g01574,VIT_14s0171g00160
Vitvi14g01575,VIT_14s0171g00170
Vitvi14g01576,VIT_14s0171g00180
Vitvi14g01579,VIT_14s0171g00190
Vitvi14g01581,VIT_14s0171g00210
Vitvi14g01582,VIT_14s0171g00220
Vitvi14g01584,VIT_14s0171g00250
Vitvi14g01585,VIT_14s0171g00260
Vitvi14g01586,VIT_14s0171g00270
Vitvi14g01588,VIT_14s0171g00290
Vitvi14g01589,VIT_14s0171g00300
Vitvi14g01590,VIT_14s0171g00310
Vitvi14g01591,VIT_14s0171g00320
Vitvi14g01592,VIT_14s0171g00330
Vitvi14g01593,VIT_14s0171g00370
Vitvi14g01594,VIT_14s0171g00380
Vitvi14g01595,VIT_14s0171g00390
Vitvi14g01596,VIT_14s0171g00400
Vitvi14g01597,VIT_14s0171g00410
Vitvi14g01598,VIT_14s0171g00420
Vitvi14g01600,VIT_14s0171g00440
Vitvi14g01602,VIT_14s0171g00450
Vitvi14g01603,VIT_14s0171g00460
Vitvi14g01604,VIT_14s0171g00480
Vitvi14g01605,VIT_14s0171g00490
Vitvi14g01606,VIT_14s0171g00510
Vitvi14g01607,VIT_14s0171g00520
Vitvi14g01608,VIT_14s0171g00530
Vitvi14g01609,VIT_14s0219g00010
Vitvi14g01610,VIT_14s0219g00020
