new,old,loc
Vitvi11g00550,VIT_11s0118g00260,LOC100266108
Vitvi11g00551,VIT_11s0118g00270,
Vitvi11g00552,VIT_11s0118g00290,LOC100243788
Vitvi11g00552,VIT_11s0118g00280,LOC100243788
Vitvi11g00554,VIT_11s0118g00300,LOC100262695
Vitvi11g00555,VIT_11s0118g00310,LOC100248939
Vitvi11g00556,VIT_11s0118g00320,LOC100254040
Vitvi11g00557,VIT_11s0118g00330,LOC100267845
Vitvi11g00560,VIT_11s0118g00350,LOC100232894
Vitvi11g00561,VIT_11s0118g00360,LOC100242056
Vitvi11g00564,VIT_11s0118g00370,LOC100247195
Vitvi11g00565,VIT_11s0118g00390,LOC100250663
Vitvi11g00566,VIT_11s0118g00400,
Vitvi11g00567,VIT_11s0118g00410,LOC100262576
Vitvi11g00570,,LOC104880691
Vitvi11g00571,VIT_11s0118g00430,LOC100260911
Vitvi11g00571,VIT_11s0118g00440,LOC100260911
Vitvi11g00573,VIT_11s0118g00460,LOC100266114
Vitvi11g00573,VIT_11s0118g00470,LOC100266114
Vitvi11g00574,VIT_11s0118g00480,LOC100243795
Vitvi11g00575,VIT_11s0118g00490,LOC100248831
Vitvi11g00576,VIT_11s0118g00500,LOC100253925
Vitvi11g00577,VIT_11s0118g00510,LOC100246604
Vitvi11g00578,VIT_11s0118g00520,LOC100854497
Vitvi11g00578,VIT_11s0118g00530,LOC100854497
Vitvi11g00579,VIT_11s0118g00540,LOC100246594
Vitvi11g00580,VIT_11s0118g00550,LOC100251733
Vitvi11g00581,VIT_11s0118g00560,LOC100251745
Vitvi11g00582,VIT_11s0118g00570,LOC100852953
Vitvi11g00583,VIT_11s0118g00580,
Vitvi11g00584,VIT_11s0118g00590,LOC100267143
Vitvi11g00585,VIT_11s0118g00600,LOC100244833
Vitvi11g00586,VIT_11s0118g00630,LOC100255118
Vitvi11g00587,VIT_11s0118g00640,LOC100854550
Vitvi11g00588,VIT_11s0118g00660,LOC100260199
Vitvi11g00589,VIT_11s0118g00670,LOC100260208
Vitvi11g00590,VIT_11s0118g00680,LOC100265421
Vitvi11g00591,VIT_11s0118g00700,LOC100243121
Vitvi11g00593,VIT_11s0118g00710,LOC100248238
Vitvi11g00595,VIT_11s0118g00720,LOC100253367
Vitvi11g00597,VIT_11s0118g00760,LOC100263653
Vitvi11g00598,VIT_11s0118g00770,LOC100263642
Vitvi11g00599,VIT_11s0118g00780,LOC100241393
Vitvi11g00600,VIT_11s0118g00790,LOC100251651
Vitvi11g00601,VIT_11s0118g00800,LOC100246520
Vitvi11g00603,VIT_11s0118g00810,LOC100247841
Vitvi11g00606,VIT_11s0118g00820,LOC100260114
Vitvi11g00606,VIT_11s0118g00830,LOC100260114
Vitvi11g00608,VIT_11s0149g00030,LOC100246599
Vitvi11g00609,VIT_11s0149g00040,LOC100256872
Vitvi11g00611,VIT_11s0149g00050,LOC100232971
Vitvi11g00613,VIT_11s0149g00060,LOC104880696
Vitvi11g00614,VIT_11s0149g00070,LOC100256785
Vitvi11g00615,,LOC100260203
Vitvi11g00618,VIT_11s0149g00120,LOC100243116
Vitvi11g00618,VIT_11s0149g00100,LOC100243116
Vitvi11g00619,VIT_11s0149g00130,LOC100261877
Vitvi11g00620,VIT_11s0149g00140,LOC100248232
Vitvi11g00622,VIT_11s0149g00190,LOC100246513
Vitvi11g00623,,LOC104880698
Vitvi11g00625,VIT_11s0149g00200,LOC100267060
Vitvi11g00626,VIT_11s0149g00210,LOC100267065
Vitvi11g00628,VIT_11s0149g00220,LOC100852602
Vitvi11g00629,VIT_11s0149g00230,LOC100243501
Vitvi11g00630,VIT_11s0149g00250,
Vitvi11g00631,VIT_11s0149g00260,LOC100248969
Vitvi11g00633,VIT_11s0149g00270,LOC100244749
Vitvi11g00634,VIT_11s0149g00280,LOC100248333
Vitvi11g00635,VIT_11s0149g00330,
Vitvi11g00640,VIT_11s0149g00340,
Vitvi11g00641,VIT_11s0149g00350,LOC100241931
Vitvi11g00643,VIT_11s0149g00360,
Vitvi11g00646,VIT_11s0149g00410,LOC100246614
Vitvi11g00647,VIT_11s0206g00020,
Vitvi11g00648,,LOC100267063
Vitvi11g00649,VIT_11s0206g00040,LOC100853619
Vitvi11g00650,VIT_11s0206g00050,LOC100250723
Vitvi11g00651,VIT_11s0206g00060,LOC100259369
Vitvi11g00652,VIT_11s0206g00070,LOC100255894
Vitvi11g00654,VIT_11s0206g00080,
Vitvi11g00655,VIT_11s0206g00100,LOC100257374
Vitvi11g00657,VIT_11s0206g00110,LOC100853380
Vitvi11g00658,VIT_11s0206g00120,LOC100265927
Vitvi11g00659,VIT_11s0206g00130,LOC100853418
Vitvi11g00660,VIT_11s0206g00140,LOC100247394
Vitvi11g00661,VIT_11s0206g00150,LOC100257638
Vitvi11g00663,VIT_11s0206g00180,LOC104880703
Vitvi11g00666,VIT_11s0016g00010,LOC100253298
Vitvi11g00667,VIT_11s0016g00020,LOC100267006
Vitvi11g00668,VIT_11s0016g00040,LOC100251401
Vitvi11g00670,VIT_11s0016g00060,LOC104877863
Vitvi11g00671,VIT_11s0016g00110,LOC100251988
Vitvi11g00672,VIT_11s0016g00120,LOC100248377
Vitvi11g00672,VIT_11s0016g00130,LOC100248377
Vitvi11g00673,VIT_11s0016g00160,LOC100249846
Vitvi11g00674,VIT_11s0016g00250,LOC100852833
Vitvi11g00676,VIT_11s0016g00240,LOC100253620
Vitvi11g00677,VIT_11s0016g00200,LOC100241657
Vitvi11g00678,VIT_11s0037g00020,LOC100250084
Vitvi11g00678,VIT_11s0037g00010,LOC100250084
Vitvi11g00679,VIT_11s0037g00030,LOC100255296
Vitvi11g00680,VIT_11s0037g00040,LOC100243222
Vitvi11g00682,VIT_11s0037g00050,LOC100248351
Vitvi11g00683,VIT_11s0037g00060,LOC104880705
Vitvi11g00686,VIT_11s0037g00070,LOC100260378
Vitvi11g00687,VIT_11s0037g00080,LOC100265590
Vitvi11g00688,VIT_11s0037g00090,LOC100243282
Vitvi11g00689,VIT_11s0037g00100,LOC100248407
Vitvi11g00690,VIT_11s0037g00110,LOC100253512
Vitvi11g00692,VIT_11s0037g00130,LOC100251960
Vitvi11g00694,VIT_11s0037g00150,LOC100262194
Vitvi11g00695,VIT_11s0037g00160,LOC100267363
Vitvi11g00696,,LOC100258659
Vitvi11g00698,VIT_11s0037g00180,LOC100250183
Vitvi11g00699,VIT_11s0037g00190,LOC100263811
Vitvi11g00699,VIT_11s0037g00200,LOC100263811
Vitvi11g00700,VIT_11s0037g00210,LOC100241540
Vitvi11g00700,VIT_11s0037g00220,LOC100241540
Vitvi11g00701,VIT_11s0037g00230,LOC100246671
Vitvi11g00704,VIT_11s0037g00250,LOC100248458
Vitvi11g00705,VIT_11s0037g00260,
Vitvi11g00707,VIT_11s0037g00280,LOC100244952
Vitvi11g00708,VIT_11s0037g00290,LOC100251807
Vitvi11g00710,VIT_11s0037g00300,LOC100256941
Vitvi11g00711,VIT_11s0037g00310,LOC100260327
Vitvi11g00712,VIT_11s0037g00320,LOC100265544
Vitvi11g00713,VIT_11s0037g00330,LOC100243229
Vitvi11g00715,VIT_11s0037g00410,LOC100241709
Vitvi11g00715,VIT_11s0037g00400,LOC100241709
Vitvi11g00718,VIT_11s0037g00420,LOC100244900
Vitvi11g00719,VIT_11s0037g00430,LOC100257095
Vitvi11g00720,VIT_11s0037g00440,LOC100250237
Vitvi11g00722,VIT_11s0037g00480,LOC100250192
Vitvi11g00723,VIT_11s0037g00490,LOC100260481
Vitvi11g00724,VIT_11s0037g00510,LOC100265708
Vitvi11g00725,VIT_11s0037g00520,LOC100243384
Vitvi11g00726,VIT_11s0037g00530,LOC100248512
Vitvi11g00727,VIT_11s0037g00540,LOC100243341
Vitvi11g00728,VIT_11s0037g00560,LOC100253614
Vitvi11g00730,VIT_11s0037g00570,LOC100258760
Vitvi11g00735,VIT_11s0037g00580,LOC100251863
Vitvi11g00742,VIT_11s0037g00590,LOC100246835
Vitvi11g00744,VIT_11s0037g00600,LOC100263924
Vitvi11g00745,VIT_11s0037g00610,LOC100251975
Vitvi11g00746,VIT_11s0037g00620,LOC100257105
Vitvi11g00748,VIT_11s0037g00630,LOC100250202
Vitvi11g00749,VIT_11s0037g00660,LOC100260449
Vitvi11g00751,,LOC100265667
Vitvi11g00764,VIT_11s0037g00670,LOC100267270
Vitvi11g00766,VIT_11s0037g00690,LOC100265559
Vitvi11g00767,VIT_11s0037g00700,
Vitvi11g00770,VIT_11s0037g00720,
Vitvi11g00770,VIT_11s0037g00710,
Vitvi11g00776,,LOC100262220
Vitvi11g00777,VIT_11s0037g00730,LOC100267388
Vitvi11g00778,VIT_11s0037g00740,LOC100241649
Vitvi11g00782,VIT_11s0037g00770,
Vitvi11g00783,VIT_11s0037g00780,LOC104880710
Vitvi11g00783,VIT_11s0037g00780,LOC100853727
Vitvi11g00785,VIT_11s0037g00790,LOC100263885
Vitvi11g00786,VIT_11s0037g00810,LOC100251901
Vitvi11g00787,VIT_11s0037g00820,LOC100251872
Vitvi11g00788,VIT_11s0037g00830,LOC100267275
Vitvi11g00795,VIT_11s0037g00840,LOC100257033
Vitvi11g00795,VIT_11s0037g00850,LOC100257033
Vitvi11g00796,VIT_11s0037g00860,LOC100262144
Vitvi11g00798,VIT_11s0037g00870,LOC100255268
Vitvi11g00800,VIT_11s0037g00880,LOC100241513
Vitvi11g00805,VIT_11s0037g00890,LOC100267393
Vitvi11g00809,VIT_11s0037g00920,LOC100267310
Vitvi11g00809,VIT_11s0037g00930,LOC100267310
Vitvi11g00811,VIT_11s0037g00950,LOC100241620
Vitvi11g00812,VIT_11s0037g00960,LOC100244999
Vitvi11g00813,VIT_11s0037g00970,LOC100854449
Vitvi11g00814,VIT_11s0037g00990,LOC100260349
Vitvi11g00815,VIT_11s0037g01000,LOC100243252
Vitvi11g00818,VIT_11s0037g01020,LOC100250133
Vitvi11g00819,,LOC104880715
Vitvi11g00821,VIT_11s0037g01030,LOC100251994
Vitvi11g00822,VIT_11s0037g01040,LOC100255302
Vitvi11g00822,VIT_11s0037g01050,LOC100255302
Vitvi11g00823,VIT_11s0037g01070,LOC100260381
Vitvi11g00823,VIT_11s0037g01060,LOC100260381
Vitvi11g00823,VIT_11s0037g01080,LOC100260381
Vitvi11g00824,VIT_11s0037g01100,LOC100267398
Vitvi11g00825,VIT_11s0037g01110,LOC100245084
Vitvi11g00826,VIT_11s0037g01120,LOC100265595
Vitvi11g00828,VIT_11s0037g01130,LOC100243286
Vitvi11g00830,VIT_11s0037g01160,LOC100265681
Vitvi11g00830,VIT_11s0037g01150,LOC100265681
Vitvi11g00831,VIT_11s0037g01200,
Vitvi11g00831,VIT_11s0037g01190,
Vitvi11g00831,VIT_11s0037g01180,
Vitvi11g00835,VIT_11s0037g01210,LOC100248411
Vitvi11g00836,VIT_11s0037g01220,LOC100267284
Vitvi11g00838,VIT_11s0037g01230,LOC100258663
Vitvi11g00840,VIT_11s0037g01240,LOC100265570
Vitvi11g00841,VIT_11s0037g01250,
Vitvi11g00842,,LOC104880722
Vitvi11g00843,VIT_11s0037g01270,LOC104880723
Vitvi11g00847,VIT_11s0037g01280,LOC100246646
Vitvi11g00853,,LOC100245091
Vitvi11g00854,VIT_11s0037g01330,LOC104880725
Vitvi11g00859,VIT_11s0037g01350,
Vitvi11g00860,,LOC100854873
Vitvi11g00864,,LOC104880728
Vitvi11g00865,VIT_11s0037g01370,LOC100262122
Vitvi11g00869,VIT_11s0037g01400,LOC100250113
Vitvi11g00871,VIT_11s0037g01410,LOC100263815
Vitvi11g00875,VIT_11s0065g00020,
Vitvi11g00878,VIT_11s0065g00030,LOC100241546
Vitvi11g00879,VIT_11s0065g00040,LOC100246675
Vitvi11g00880,VIT_11s0065g00050,
Vitvi11g00882,VIT_11s0065g00070,
Vitvi11g00892,VIT_11s0065g00080,
Vitvi11g00893,VIT_11s0065g00100,LOC100243266
Vitvi11g00896,,LOC100251791
Vitvi11g00900,VIT_11s0065g00130,LOC100251813
Vitvi11g00901,VIT_11s0065g00140,LOC100263908
Vitvi11g00903,VIT_11s0065g00150,LOC100233071
Vitvi11g00904,VIT_11s0065g00160,LOC100241633
Vitvi11g00909,VIT_11s0065g00170,LOC100246757
Vitvi11g00910,VIT_11s0065g00180,LOC100267296
Vitvi11g00914,VIT_11s0065g00200,
Vitvi11g00916,VIT_11s0065g00210,LOC100260369
Vitvi11g00919,VIT_11s0065g00280,LOC100258651
Vitvi11g00919,VIT_11s0065g00290,LOC100258651
Vitvi11g00919,VIT_11s0065g00300,LOC100258651
Vitvi11g00919,VIT_11s0065g00250,LOC100258651
Vitvi11g00919,VIT_11s0065g00240,LOC100258651
Vitvi11g00919,VIT_11s0065g00260,LOC100258651
Vitvi11g00919,VIT_11s0065g00270,LOC100258651
Vitvi11g00920,VIT_11s0065g00310,LOC100263801
Vitvi11g00921,VIT_11s0065g00320,LOC100262044
Vitvi11g00923,VIT_11s0065g00340,LOC100246661
Vitvi11g00924,VIT_11s0065g00350,LOC100267215
Vitvi11g00926,VIT_11s0065g00360,LOC100251795
Vitvi11g00927,VIT_11s0065g00370,LOC100244902
Vitvi11g00928,VIT_11s0065g00380,LOC100256930
Vitvi11g00929,VIT_11s0065g00390,LOC100262028
Vitvi11g00931,VIT_11s0065g00420,LOC100265699
Vitvi11g00934,VIT_11s0065g00440,
Vitvi11g00935,VIT_11s0065g00450,LOC100250036
Vitvi11g00935,VIT_11s0065g00450,LOC104880745
Vitvi11g00936,VIT_11s0065g00460,LOC100253606
Vitvi11g00937,VIT_11s0065g00470,LOC100255419
Vitvi11g00939,VIT_11s0065g00480,LOC100260485
Vitvi11g00940,,LOC104880762
Vitvi11g00942,VIT_11s0065g00500,
Vitvi11g00943,VIT_11s0065g00510,
Vitvi11g00944,VIT_11s0065g00550,
Vitvi11g00945,VIT_11s0065g00560,
Vitvi11g00947,,LOC104880747
Vitvi11g00948,VIT_11s0065g00630,LOC100265713
Vitvi11g00949,VIT_11s0065g00640,LOC100243389
Vitvi11g00950,VIT_11s0065g00660,LOC104880763
Vitvi11g00953,VIT_11s0065g00700,LOC100256936
Vitvi11g00954,VIT_11s0065g00710,LOC100262033
Vitvi11g00955,VIT_11s0065g00720,LOC100267207
Vitvi11g00960,VIT_11s0065g00760,
Vitvi11g00961,VIT_11s0065g00770,
Vitvi11g00962,VIT_11s0065g00780,
Vitvi11g00963,VIT_11s0065g00850,LOC100246766
Vitvi11g00965,VIT_11s0065g00900,LOC100250129
Vitvi11g00965,VIT_11s0065g00860,LOC100250129
Vitvi11g00967,VIT_11s0065g00940,LOC100248517
Vitvi11g00967,VIT_11s0065g00930,LOC100248517
Vitvi11g00969,VIT_11s0065g01010,LOC100260354
Vitvi11g00973,VIT_11s0065g01030,
Vitvi11g00974,VIT_11s0065g01040,
Vitvi11g00975,VIT_11s0065g01060,LOC104880751
Vitvi11g00977,VIT_11s0065g01070,LOC100241339
Vitvi11g00979,VIT_11s0065g01080,LOC100246466
Vitvi11g00979,VIT_11s0065g01090,LOC100246466
Vitvi11g00980,VIT_11s0065g01100,LOC100261964
Vitvi11g00981,VIT_11s0065g01120,
Vitvi11g00982,VIT_11s0065g01130,
Vitvi11g00984,VIT_11s0065g01160,
Vitvi11g00985,VIT_11s0065g01170,LOC100243016
Vitvi11g00990,VIT_11s0065g01210,LOC104880755
Vitvi11g01003,VIT_11s0078g00060,
Vitvi11g01033,VIT_11s0078g00150,
Vitvi11g01035,VIT_11s0078g00180,LOC100247594
Vitvi11g01037,VIT_11s0078g00200,
Vitvi11g01039,VIT_11s0078g00250,LOC100251543
Vitvi11g01041,VIT_11s0078g00260,LOC100256672
Vitvi11g01043,VIT_11s0078g00270,
Vitvi11g01045,VIT_11s0078g00290,LOC100251539
Vitvi11g01046,VIT_11s0078g00300,
Vitvi11g01048,VIT_11s0078g00310,LOC104880733
Vitvi11g01048,VIT_11s0078g00310,LOC100261768
Vitvi11g01048,VIT_11s0078g00310,LOC104880732
Vitvi11g01048,VIT_11s0078g00380,LOC104880732
Vitvi11g01048,VIT_11s0078g00380,LOC104880733
Vitvi11g01048,VIT_11s0078g00380,LOC100261768
Vitvi11g01053,VIT_11s0078g00400,LOC100266954
Vitvi11g01055,VIT_11s0078g00430,LOC100261773
Vitvi11g01055,VIT_11s0078g00420,LOC100261773
Vitvi11g01057,VIT_11s0078g00440,LOC100266959
Vitvi11g01060,VIT_11s0078g00450,
Vitvi11g01061,VIT_11s0078g00460,
Vitvi11g01069,VIT_11s0078g00520,
Vitvi11g01072,VIT_11s0103g00010,LOC100260789
Vitvi11g01073,VIT_11s0103g00020,
Vitvi11g01075,VIT_11s0103g00040,LOC100255707
Vitvi11g01075,VIT_11s0103g00050,LOC100255707
Vitvi11g01084,VIT_11s0103g00090,
Vitvi11g01085,VIT_11s0103g00120,LOC100265994
Vitvi11g01086,VIT_11s0103g00130,LOC100242150
Vitvi11g01087,VIT_11s0103g00140,LOC100243683
Vitvi11g01090,VIT_11s0103g00150,LOC100248819
Vitvi11g01093,VIT_11s0103g00170,
Vitvi11g01093,VIT_11s0103g00180,
Vitvi11g01098,VIT_11s0103g00190,LOC100243777
Vitvi11g01099,VIT_11s0103g00200,LOC100253912
Vitvi11g01100,VIT_11s0103g00210,LOC100248929
Vitvi11g01101,VIT_11s0103g00220,LOC100259048
Vitvi11g01102,VIT_11s0103g00230,LOC100254023
Vitvi11g01104,VIT_11s0103g00250,LOC100264221
Vitvi11g01105,VIT_11s0103g00280,
Vitvi11g01105,VIT_11s0103g00290,
Vitvi11g01106,VIT_11s0103g00300,LOC100267718
Vitvi11g01107,VIT_11s0103g00310,LOC100245404
Vitvi11g01110,VIT_11s0103g00340,LOC100255714
Vitvi11g01114,VIT_11s0103g00370,LOC100243678
Vitvi11g01115,VIT_11s0103g00380,LOC104880769
Vitvi11g01117,VIT_11s0103g00400,LOC100252420
Vitvi11g01118,VIT_11s0103g00420,LOC100257549
Vitvi11g01123,VIT_11s0103g00440,
Vitvi11g01128,VIT_11s0103g00490,LOC100262683
Vitvi11g01130,VIT_11s0103g00510,LOC100245409
Vitvi11g01132,VIT_11s0103g00530,LOC100255720
Vitvi11g01133,VIT_11s0103g00540,LOC100267538
Vitvi11g01134,VIT_11s0103g00550,LOC100245233
Vitvi11g01136,VIT_11s0103g00570,LOC100250355
Vitvi11g01137,VIT_11s0103g00580,LOC100255532
Vitvi11g01138,VIT_11s0103g00610,LOC100252029
Vitvi11g01138,VIT_11s0103g00590,LOC100252029
Vitvi11g01139,VIT_11s0103g00620,LOC100257158
Vitvi11g01140,VIT_11s0103g00650,LOC100262260
Vitvi11g01141,VIT_11s0103g00660,LOC100267421
Vitvi11g01142,VIT_11s0103g00750,LOC100855243
Vitvi11g01143,VIT_11s0103g00760,LOC100265819
Vitvi11g01144,VIT_11s0052g00020,LOC100256545
Vitvi11g01144,VIT_11s0052g00010,LOC100256545
Vitvi11g01145,VIT_11s0052g00030,LOC100261643
Vitvi11g01146,VIT_11s0052g00040,LOC100266836
Vitvi11g01147,VIT_11s0052g00060,
Vitvi11g01148,VIT_11s0052g00070,LOC100258105
Vitvi11g01150,VIT_11s0052g00080,LOC100263241
Vitvi11g01151,VIT_11s0052g00090,LOC100240983
Vitvi11g01153,VIT_11s0052g00100,LOC100244514
Vitvi11g01155,VIT_11s0052g00110,LOC100853430
Vitvi11g01156,VIT_11s0052g00120,LOC100254779
Vitvi11g01159,VIT_11s0052g00130,LOC100249663
Vitvi11g01160,VIT_11s0052g00140,LOC100242790
Vitvi11g01160,VIT_11s0052g00150,LOC100242790
Vitvi11g01162,VIT_11s0052g00160,LOC100247938
Vitvi11g01163,VIT_11s0052g00170,LOC100253058
Vitvi11g01165,VIT_11s0052g00180,LOC100263330
Vitvi11g01165,VIT_11s0052g00180,LOC104880793
Vitvi11g01165,VIT_11s0052g00190,LOC100263330
Vitvi11g01165,VIT_11s0052g00190,LOC104880793
Vitvi11g01169,VIT_11s0052g00290,LOC100242794
Vitvi11g01170,,LOC104880790
Vitvi11g01173,VIT_11s0052g00300,LOC100240988
Vitvi11g01176,VIT_11s0052g00320,LOC100251227
Vitvi11g01177,VIT_11s0052g00330,LOC100256530
Vitvi11g01179,,LOC104880806
Vitvi11g01180,VIT_11s0052g00370,
Vitvi11g01181,VIT_11s0052g00380,LOC100264991
Vitvi11g01182,VIT_11s0052g00390,LOC100259795
Vitvi11g01183,VIT_11s0052g00400,LOC100254702
Vitvi11g01184,VIT_11s0052g00410,LOC100249583
Vitvi11g01185,VIT_11s0052g00430,LOC100266749
Vitvi11g01186,VIT_11s0052g00440,LOC100256460
Vitvi11g01188,VIT_11s0052g00450,LOC100251308
Vitvi11g01190,,LOC104880788
Vitvi11g01191,VIT_11s0052g00470,LOC100852762
Vitvi11g01191,VIT_11s0052g00480,LOC100852762
Vitvi11g01192,VIT_11s0052g00510,LOC100247924
Vitvi11g01195,VIT_11s0052g00520,LOC100265069
Vitvi11g01197,VIT_11s0052g00530,LOC100259882
Vitvi11g01198,VIT_11s0052g00540,LOC100249647
Vitvi11g01199,VIT_11s0052g00550,LOC100852454
Vitvi11g01200,,LOC104880804
Vitvi11g01201,VIT_11s0052g00570,LOC100256527
Vitvi11g01202,VIT_11s0052g00590,LOC100258189
Vitvi11g01203,VIT_11s0052g00600,LOC100253054
Vitvi11g01205,VIT_11s0052g00610,LOC100232967
Vitvi11g01208,VIT_11s0052g00620,LOC100242786
Vitvi11g01209,VIT_11s0052g00640,LOC100266735
Vitvi11g01210,VIT_11s0052g00650,LOC100261539
Vitvi11g01211,VIT_11s0052g00660,LOC100259893
Vitvi11g01211,VIT_11s0052g00660,LOC104880786
Vitvi11g01212,VIT_11s0052g00670,LOC100254775
Vitvi11g01213,VIT_11s0052g00700,LOC100246157
Vitvi11g01214,VIT_11s0052g00710,LOC100241048
Vitvi11g01220,VIT_11s0052g00730,LOC100244508
Vitvi11g01220,VIT_11s0052g00740,LOC100244508
Vitvi11g01220,VIT_11s0052g00720,LOC100244508
Vitvi11g01222,VIT_11s0052g00750,LOC100253044
Vitvi11g01224,VIT_11s0052g00770,LOC100247920
Vitvi11g01227,VIT_11s0052g00790,LOC100265066
Vitvi11g01228,VIT_11s0052g00800,LOC100266827
Vitvi11g01230,VIT_11s0052g00830,LOC100251391
Vitvi11g01231,VIT_11s0052g00840,LOC100259877
Vitvi11g01232,VIT_11s0052g00850,LOC100254758
Vitvi11g01233,VIT_11s0052g00860,LOC100246255
Vitvi11g01235,VIT_11s0052g00870,LOC100244496
Vitvi11g01236,VIT_11s0052g00880,LOC100240979
Vitvi11g01238,VIT_11s0052g00890,LOC100263238
Vitvi11g01239,VIT_11s0052g00920,LOC100258100
Vitvi11g01240,VIT_11s0052g00930,LOC100256524
Vitvi11g01241,VIT_11s0052g00940,LOC100251380
Vitvi11g01242,VIT_11s0052g00950,LOC100252969
Vitvi11g01242,VIT_11s0052g00960,LOC100252969
Vitvi11g01243,VIT_11s0052g00970,LOC100246245
Vitvi11g01244,VIT_11s0052g00980,LOC100247852
Vitvi11g01246,,LOC100241123
Vitvi11g01249,VIT_11s0052g01000,
Vitvi11g01251,VIT_11s0052g01020,LOC100254684
Vitvi11g01254,VIT_11s0052g01050,
Vitvi11g01255,VIT_11s0052g01070,LOC100246152
Vitvi11g01257,VIT_11s0052g01090,LOC100254698
Vitvi11g01258,VIT_11s0052g01110,LOC100265063
Vitvi11g01259,VIT_11s0052g01120,LOC100249581
Vitvi11g01260,VIT_11s0052g01130,LOC100259875
Vitvi11g01261,VIT_11s0052g01150,LOC100244492
Vitvi11g01262,VIT_11s0052g01160,LOC100266808
Vitvi11g01263,VIT_11s0052g01190,LOC100256520
Vitvi11g01264,VIT_11s0052g01210,LOC100251376
Vitvi11g01265,VIT_11s0052g01220,LOC100241119
Vitvi11g01266,VIT_11s0052g01230,LOC100261550
Vitvi11g01267,VIT_11s0052g01240,LOC100263394
Vitvi11g01268,VIT_11s0052g01250,LOC100256457
Vitvi11g01269,VIT_11s0052g01350,
Vitvi11g01270,VIT_11s0052g01360,LOC104880784
Vitvi11g01271,VIT_11s0052g01370,LOC100258185
Vitvi11g01272,VIT_11s0052g01380,LOC100264980
Vitvi11g01273,VIT_11s0052g01390,LOC100259784
Vitvi11g01277,VIT_11s0052g01400,LOC104880783
Vitvi11g01277,VIT_11s0052g01400,LOC100253052
Vitvi11g01278,VIT_11s0052g01440,
Vitvi11g01279,VIT_11s0052g01450,LOC100854288
Vitvi11g01281,VIT_11s0052g01460,LOC100854235
Vitvi11g01282,VIT_11s0052g01480,LOC100266729
Vitvi11g01283,VIT_11s0052g01490,LOC100256441
Vitvi11g01284,VIT_11s0052g01500,
Vitvi11g01285,VIT_11s0052g01510,LOC100247930
Vitvi11g01286,VIT_11s0052g01540,LOC100241039
Vitvi11g01287,VIT_11s0052g01580,LOC100258170
Vitvi11g01289,,LOC100253036
Vitvi11g01290,VIT_11s0052g01600,LOC100247914
Vitvi11g01291,VIT_11s0052g01610,LOC100242768
Vitvi11g01293,VIT_11s0052g01620,LOC100265073
Vitvi11g01294,VIT_11s0052g01630,LOC100244489
Vitvi11g01295,VIT_11s0052g01650,LOC100256515
Vitvi11g01297,VIT_11s0052g01660,LOC100246237
Vitvi11g01298,VIT_11s0052g01700,LOC100259887
Vitvi11g01300,VIT_11s0052g01710,LOC100254769
Vitvi11g01301,VIT_11s0052g01720,LOC100249651
Vitvi11g01303,VIT_11s0052g01730,LOC100247834
Vitvi11g01305,VIT_11s0052g01770,LOC104880780
Vitvi11g01307,VIT_11s0052g01780,LOC100244405
Vitvi11g01309,VIT_11s0052g01800,LOC100244502
Vitvi11g01310,VIT_11s0052g01810,LOC100261525
Vitvi11g01311,VIT_11s0052g01820,LOC100256439
Vitvi11g01316,VIT_11s0052g01830,LOC100261628
Vitvi11g01318,VIT_11s0052g01840,LOC100241035
Vitvi11g01319,VIT_11s0052g01850,LOC100263299
Vitvi11g01322,VIT_11s0016g02140,LOC100254143
Vitvi11g01322,VIT_11s0016g02150,LOC100254143
Vitvi11g01323,VIT_11s0078g00480,LOC100244550
Vitvi11g01324,VIT_11s0016g00550,LOC100256162
Vitvi11g01325,VIT_11s0016g00580,LOC100245572
Vitvi11g01326,VIT_11s0016g00610,LOC100256095
Vitvi11g01327,,LOC100257848
Vitvi11g01328,VIT_11s0016g00860,LOC100264461
Vitvi11g01329,VIT_11s0016g00870,LOC100259282
Vitvi11g01330,VIT_11s0016g00880,LOC100254165
Vitvi11g01331,VIT_11s0016g00890,LOC100257759
Vitvi11g01332,VIT_11s0016g00940,LOC100852952
Vitvi11g01333,VIT_11s0016g00950,
Vitvi11g01334,VIT_11s0016g00980,LOC100250788
Vitvi11g01335,VIT_11s0016g01000,
Vitvi11g01336,VIT_11s0016g01010,
Vitvi11g01337,VIT_11s0016g01030,
Vitvi11g01338,VIT_11s0016g01040,
Vitvi11g01339,VIT_11s0016g01050,LOC100262821
Vitvi11g01340,VIT_11s0016g01100,LOC100247454
Vitvi11g01341,,LOC100256155
Vitvi11g01342,VIT_11s0016g01330,LOC100259336
Vitvi11g01343,VIT_11s0016g01340,LOC100249118
Vitvi11g01344,VIT_11s0016g01360,
Vitvi11g01345,VIT_11s0016g01400,
Vitvi11g01346,VIT_11s0016g01410,LOC100262967
Vitvi11g01347,VIT_11s0016g01420,LOC100257841
Vitvi11g01348,VIT_11s0016g01430,LOC104880623
Vitvi11g01349,VIT_11s0016g01530,LOC100250779
Vitvi11g01350,VIT_11s0016g01540,
Vitvi11g01351,VIT_11s0016g01550,LOC100252554
Vitvi11g01352,,LOC104880673
Vitvi11g01353,,LOC104880674
Vitvi11g01354,,LOC104880624
Vitvi11g01355,VIT_11s0016g01570,
