new,old,loc
Vitvi11g01356,VIT_11s0016g01600,
Vitvi11g01357,VIT_11s0016g01620,LOC104880626
Vitvi11g01358,,LOC104877282
Vitvi11g01359,VIT_11s0016g01630,
Vitvi11g01360,VIT_11s0016g01650,LOC100264448
Vitvi11g01361,VIT_11s0016g01660,
Vitvi11g01362,,LOC104880627
Vitvi11g01363,VIT_11s0016g01670,LOC100254150
Vitvi11g01364,VIT_11s0016g01680,
Vitvi11g01365,VIT_11s0016g01840,
Vitvi11g01366,VIT_11s0016g01960,LOC104880629
Vitvi11g01367,VIT_11s0016g02020,LOC100268102
Vitvi11g01368,,LOC104880630
Vitvi11g01369,VIT_11s0016g02080,LOC100262728
Vitvi11g01370,VIT_11s0016g02090,LOC100257601
Vitvi11g01371,VIT_11s0016g02110,LOC100242449
Vitvi11g01372,,LOC100247359
Vitvi11g01373,VIT_11s0016g02160,LOC100242227
Vitvi11g01374,,LOC104880632
Vitvi11g01375,VIT_11s0016g02230,
Vitvi11g01376,VIT_11s0016g02340,LOC100245702
Vitvi11g01377,VIT_11s0016g02450,LOC100264650
Vitvi11g01378,VIT_11s0016g02460,LOC100259416
Vitvi11g01379,VIT_11s0016g02570,LOC100261227
Vitvi11g01380,VIT_11s0016g02660,
Vitvi11g01381,VIT_11s0016g02720,LOC100242218
Vitvi11g01382,VIT_11s0016g02730,
Vitvi11g01383,VIT_11s0016g02740,
Vitvi11g01384,VIT_11s0016g02750,
Vitvi11g01385,VIT_11s0016g02760,LOC100249036
Vitvi11g01386,VIT_11s0016g02810,
Vitvi11g01387,,LOC104880636
Vitvi11g01388,VIT_11s0016g02930,
Vitvi11g01389,,LOC100266350
Vitvi11g01390,VIT_11s0016g03060,LOC100853124
Vitvi11g01391,VIT_11s0016g03090,
Vitvi11g01392,VIT_11s0016g03170,LOC100254355
Vitvi11g01393,VIT_11s0016g03190,LOC100853379
Vitvi11g01394,VIT_11s0016g03370,LOC100268163
Vitvi11g01395,,LOC104880640
Vitvi11g01396,VIT_11s0016g03460,LOC100247344
Vitvi11g01397,VIT_11s0016g03470,LOC100242209
Vitvi11g01398,VIT_11s0016g03480,LOC100250908
Vitvi11g01399,VIT_11s0016g03500,LOC100268083
Vitvi11g01400,VIT_11s0016g03660,LOC100255967
Vitvi11g01401,VIT_11s0016g03790,
Vitvi11g01402,VIT_11s0016g03840,
Vitvi11g01403,,LOC104880645
Vitvi11g01404,,LOC104880646
Vitvi11g01405,VIT_11s0016g04000,LOC100257802
Vitvi11g01406,,LOC100247556
Vitvi11g01407,,LOC100854924
Vitvi11g01408,VIT_11s0016g04050,
Vitvi11g01409,,LOC104880676
Vitvi11g01410,VIT_11s0016g04110,LOC100250739
Vitvi11g01411,VIT_11s0016g04140,LOC104880677
Vitvi11g01412,,LOC104880648
Vitvi11g01413,,LOC104880678
Vitvi11g01414,VIT_11s0016g04310,LOC104880650
Vitvi11g01415,VIT_11s0016g04330,LOC104880679
Vitvi11g01416,VIT_11s0016g04410,LOC100268154
Vitvi11g01417,VIT_11s0016g04430,LOC100257646
Vitvi11g01418,VIT_11s0016g04460,LOC104880680
Vitvi11g01419,VIT_11s0016g04470,LOC100249162
Vitvi11g01420,,LOC104880652
Vitvi11g01421,VIT_11s0016g04670,
Vitvi11g01422,VIT_11s0016g04760,LOC100854031
Vitvi11g01423,VIT_11s0016g04770,LOC100854061
Vitvi11g01424,VIT_11s0016g04790,
Vitvi11g01425,VIT_11s0016g04800,
Vitvi11g01426,VIT_11s0016g04900,
Vitvi11g01427,VIT_11s0016g04920,LOC100264626
Vitvi11g01428,VIT_11s0016g04930,LOC100252508
Vitvi11g01429,VIT_11s0016g04990,LOC100249240
Vitvi11g01430,VIT_11s0016g05030,
Vitvi11g01431,,LOC104880660
Vitvi11g01432,VIT_11s0016g05120,LOC100262992
Vitvi11g01433,VIT_11s0016g05130,LOC100257568
Vitvi11g01434,,LOC104880681
Vitvi11g01435,VIT_11s0016g05190,LOC100247325
Vitvi11g01436,VIT_11s0016g05200,
Vitvi11g01437,VIT_11s0016g05280,LOC100855242
Vitvi11g01438,,LOC100255891
Vitvi11g01439,VIT_11s0016g05290,
Vitvi11g01440,VIT_11s0016g05300,LOC100249078
Vitvi11g01441,VIT_11s0016g05310,
Vitvi11g01442,VIT_11s0016g05320,LOC100262758
Vitvi11g01443,,LOC104880662
Vitvi11g01444,VIT_11s0016g05490,LOC100247472
Vitvi11g01445,VIT_11s0016g05520,LOC100245731
Vitvi11g01446,VIT_11s0016g05550,LOC100264621
Vitvi11g01447,,LOC104880664
Vitvi11g01448,VIT_11s0016g05730,LOC100250952
Vitvi11g01449,VIT_11s0016g05780,
Vitvi11g01450,VIT_11s0016g05830,
Vitvi11g01451,,LOC104880683
Vitvi11g01452,VIT_11s0016g05860,
Vitvi11g01453,VIT_11s0016g05870,LOC104880668
Vitvi11g01454,VIT_11s0016g05890,LOC100256011
Vitvi11g01455,VIT_11s0118g00010,
Vitvi11g01456,VIT_11s0118g00060,LOC100250648
Vitvi11g01457,VIT_11s0118g00080,LOC100248934
Vitvi11g01458,VIT_11s0118g00110,
Vitvi11g01459,VIT_11s0118g00130,
Vitvi11g01460,VIT_11s0118g00140,
Vitvi11g01461,VIT_11s0118g00150,
Vitvi11g01462,,LOC104880690
Vitvi11g01463,VIT_11s0118g00420,LOC100255842
Vitvi11g01464,,LOC104880685
Vitvi11g01465,VIT_11s0118g00450,LOC100243695
Vitvi11g01466,VIT_11s0118g00610,LOC100249966
Vitvi11g01467,VIT_11s0118g00620,LOC100267134
Vitvi11g01468,VIT_11s0118g00650,LOC100249959
Vitvi11g01469,VIT_11s0118g00690,
Vitvi11g01470,VIT_11s0118g00730,
Vitvi11g01471,VIT_11s0118g00740,
Vitvi11g01472,,LOC100854650
Vitvi11g01473,VIT_11s0118g00750,
Vitvi11g01474,,LOC104880693
Vitvi11g01475,,LOC100272213
Vitvi11g01476,,LOC104880688
Vitvi11g01477,VIT_11s0149g00010,
Vitvi11g01478,VIT_11s0149g00020,
Vitvi11g01479,VIT_11s0149g00090,LOC100265415
Vitvi11g01480,VIT_11s0149g00150,LOC104880697
Vitvi11g01481,VIT_11s0149g00160,
Vitvi11g01482,VIT_11s0149g00180,
Vitvi11g01483,VIT_11s0149g00240,LOC100259191
Vitvi11g01484,VIT_11s0149g00290,LOC100253451
Vitvi11g01485,VIT_11s0149g00300,LOC100265878
Vitvi11g01486,VIT_11s0149g00310,LOC100255594
Vitvi11g01487,VIT_11s0149g00320,
Vitvi11g01488,VIT_11s0149g00380,LOC100265762
Vitvi11g01489,VIT_11s0149g00400,LOC100853154
Vitvi11g01489,VIT_11s0149g00390,LOC100853154
Vitvi11g01490,VIT_11s0206g00010,
Vitvi11g01491,VIT_11s0206g00030,LOC100261874
Vitvi11g01492,VIT_11s0206g00090,
Vitvi11g01493,,LOC104880701
Vitvi11g01494,VIT_11s0206g00170,LOC104880702
Vitvi11g01495,,LOC100853453
Vitvi11g01496,,LOC104880704
Vitvi11g01497,VIT_11s0206g00200,
Vitvi11g01498,VIT_11s0016g00090,LOC104877864
Vitvi11g01499,VIT_11s0016g00210,
Vitvi11g01500,VIT_11s0037g00140,
Vitvi11g01501,,LOC104880707
Vitvi11g01502,VIT_11s0037g00240,
Vitvi11g01503,VIT_11s0037g00270,
Vitvi11g01504,VIT_11s0037g00340,LOC100262039
Vitvi11g01505,VIT_11s0037g00390,LOC100267212
Vitvi11g01506,VIT_11s0037g00450,LOC100255413
Vitvi11g01507,VIT_11s0037g00470,
Vitvi11g01508,,LOC104880719
Vitvi11g01509,,LOC104880709
Vitvi11g01510,,LOC104880720
Vitvi11g01511,VIT_11s0037g00640,
Vitvi11g01512,VIT_11s0037g00650,
Vitvi11g01513,VIT_11s0037g00680,
Vitvi11g01514,VIT_11s0037g00750,LOC100246771
Vitvi11g01515,,LOC104877351
Vitvi11g01516,VIT_11s0037g00800,
Vitvi11g01517,,LOC104880711
Vitvi11g01518,,LOC104880712
Vitvi11g01519,,LOC104880713
Vitvi11g01520,VIT_11s0037g00910,
Vitvi11g01521,VIT_11s0037g00940,LOC104877289
Vitvi11g01522,VIT_11s0037g00980,LOC100854114
Vitvi11g01523,,LOC104880721
Vitvi11g01524,VIT_11s0037g01090,
Vitvi11g01525,,LOC104880716
Vitvi11g01526,,LOC104880717
Vitvi11g01527,VIT_11s0037g01140,
Vitvi11g01528,VIT_11s0037g01170,
Vitvi11g01529,,LOC104880718
Vitvi11g01530,VIT_11s0037g01260,
Vitvi11g01531,VIT_11s0037g01290,
Vitvi11g01532,VIT_11s0037g01300,
Vitvi11g01533,VIT_11s0037g01310,
Vitvi11g01534,VIT_11s0037g01320,
Vitvi11g01535,,LOC104880724
Vitvi11g01536,,LOC100255389
Vitvi11g01537,,LOC104880726
Vitvi11g01538,VIT_11s0037g01340,
Vitvi11g01539,,LOC104880727
Vitvi11g01540,VIT_11s0037g01360,
Vitvi11g01541,VIT_11s0037g01380,LOC100854948
Vitvi11g01542,VIT_11s0037g01390,
Vitvi11g01543,VIT_11s0037g01420,
Vitvi11g01544,VIT_11s0037g01430,
Vitvi11g01545,,LOC104880756
Vitvi11g01546,,LOC104880757
Vitvi11g01547,VIT_11s0065g00060,
Vitvi11g01548,,LOC104880758
Vitvi11g01549,,LOC100854255
Vitvi11g01550,,LOC104880759
Vitvi11g01551,VIT_11s0065g00090,
Vitvi11g01552,,LOC104880761
Vitvi11g01553,VIT_11s0065g00410,
Vitvi11g01554,VIT_11s0065g00430,
Vitvi11g01555,VIT_11s0065g00490,
Vitvi11g01556,VIT_11s0065g00520,
Vitvi11g01557,VIT_11s0065g00530,
Vitvi11g01558,VIT_11s0065g00570,
Vitvi11g01559,VIT_11s0065g00580,LOC104880746
Vitvi11g01560,VIT_11s0065g00590,
Vitvi11g01561,VIT_11s0065g00600,
Vitvi11g01562,VIT_11s0065g00610,
Vitvi11g01563,VIT_11s0065g00620,
Vitvi11g01564,VIT_11s0065g00650,
Vitvi11g01565,VIT_11s0065g00670,
Vitvi11g01566,VIT_11s0065g00680,
Vitvi11g01567,VIT_11s0065g00730,LOC104880749
Vitvi11g01568,VIT_11s0065g00740,LOC100854831
Vitvi11g01569,,LOC104880764
Vitvi11g01570,VIT_11s0065g00790,
Vitvi11g01571,VIT_11s0065g00830,
Vitvi11g01572,VIT_11s0065g00840,
Vitvi11g01573,VIT_11s0065g00950,LOC100854103
Vitvi11g01574,VIT_11s0065g00960,
Vitvi11g01575,VIT_11s0065g00970,
Vitvi11g01576,VIT_11s0065g00980,
Vitvi11g01577,VIT_11s0065g00990,
Vitvi11g01578,,LOC104880750
Vitvi11g01579,VIT_11s0065g01020,
Vitvi11g01580,VIT_11s0065g01050,
Vitvi11g01581,,LOC104880752
Vitvi11g01582,VIT_11s0065g01110,LOC104880753
Vitvi11g01583,VIT_11s0065g01150,
Vitvi11g01584,,LOC104880765
Vitvi11g01585,VIT_11s0065g01200,
Vitvi11g01586,VIT_11s0065g01230,
Vitvi11g01587,,LOC104880735
Vitvi11g01588,,LOC104880736
Vitvi11g01589,,LOC104880737
Vitvi11g01590,VIT_11s0078g00050,
Vitvi11g01591,,LOC104880738
Vitvi11g01592,,LOC104880739
Vitvi11g01593,,LOC104880729
Vitvi11g01594,,LOC104880740
Vitvi11g01595,VIT_11s0078g00210,
Vitvi11g01596,VIT_11s0078g00220,LOC104880731
Vitvi11g01597,VIT_11s0078g00230,LOC100852652
Vitvi11g01598,VIT_11s0078g00280,
Vitvi11g01599,VIT_11s0078g00390,
Vitvi11g01600,,LOC104880742
Vitvi11g01601,VIT_11s0078g00490,
Vitvi11g01602,VIT_11s0103g00030,
Vitvi11g01603,,LOC104880778
Vitvi11g01604,VIT_11s0103g00100,
Vitvi11g01605,VIT_11s0103g00110,
Vitvi11g01606,VIT_11s0103g00160,
Vitvi11g01607,VIT_11s0103g00260,
Vitvi11g01608,VIT_11s0103g00270,LOC100241945
Vitvi11g01609,,LOC104880776
Vitvi11g01610,,LOC104880775
Vitvi11g01611,VIT_11s0103g00330,
Vitvi11g01612,,LOC104880770
Vitvi11g01613,,LOC104880771
Vitvi11g01614,,LOC104880774
Vitvi11g01615,VIT_11s0103g00390,
Vitvi11g01616,,LOC104880772
Vitvi11g01617,VIT_11s0103g00410,
Vitvi11g01618,,LOC104880768
Vitvi11g01619,VIT_11s0103g00450,
Vitvi11g01620,VIT_11s0103g00460,LOC104880767
Vitvi11g01621,VIT_11s0103g00470,
Vitvi11g01622,VIT_11s0103g00480,
Vitvi11g01623,VIT_11s0103g00520,LOC104880766
Vitvi11g01624,VIT_11s0103g00560,LOC100246893
Vitvi11g01625,VIT_11s0103g00630,LOC100260603
Vitvi11g01625,VIT_11s0103g00640,LOC100260603
Vitvi11g01626,VIT_11s0103g00670,
Vitvi11g01627,VIT_11s0103g00690,
Vitvi11g01628,VIT_11s0052g00050,
Vitvi11g01629,,LOC100254783
Vitvi11g01630,VIT_11s0052g00200,LOC104880808
Vitvi11g01630,VIT_11s0052g00200,LOC104880792
Vitvi11g01631,VIT_11s0052g00210,LOC100246175
Vitvi11g01632,VIT_11s0052g00220,LOC100251312
Vitvi11g01633,VIT_11s0052g00230,LOC100256464
Vitvi11g01634,VIT_11s0052g00240,LOC100259901
Vitvi11g01635,VIT_11s0052g00250,
Vitvi11g01636,VIT_11s0052g00260,LOC100266751
Vitvi11g01637,VIT_11s0052g00270,LOC104880791
Vitvi11g01638,VIT_11s0052g00280,LOC100242716
Vitvi11g01639,,LOC104880789
Vitvi11g01640,VIT_11s0052g00340,LOC104880807
Vitvi11g01641,VIT_11s0052g00350,LOC100240972
Vitvi11g01642,VIT_11s0052g00360,
Vitvi11g01643,VIT_11s0052g00420,LOC100244428
Vitvi11g01644,VIT_11s0052g00460,LOC100246170
Vitvi11g01645,VIT_11s0052g00490,LOC100852603
Vitvi11g01646,VIT_11s0052g00500,LOC100241059
Vitvi11g01647,,LOC104880805
Vitvi11g01648,,LOC104880787
Vitvi11g01649,VIT_11s0052g00580,
Vitvi11g01650,VIT_11s0052g00630,LOC100265076
Vitvi11g01651,VIT_11s0052g00680,LOC100249657
Vitvi11g01652,VIT_11s0052g00690,LOC100852427
Vitvi11g01653,VIT_11s0052g00760,
Vitvi11g01654,VIT_11s0052g00780,
Vitvi11g01655,,LOC100242773
Vitvi11g01656,VIT_11s0052g00810,LOC100261636
Vitvi11g01657,VIT_11s0052g00820,LOC100256536
Vitvi11g01658,VIT_11s0052g00900,LOC104880802
Vitvi11g01659,VIT_11s0052g00910,
Vitvi11g01660,VIT_11s0052g00990,
Vitvi11g01661,VIT_11s0052g01010,
Vitvi11g01662,VIT_11s0052g01030,LOC100242708
Vitvi11g01663,VIT_11s0052g01040,
Vitvi11g01664,,LOC100261534
Vitvi11g01665,VIT_11s0052g01060,LOC100256447
Vitvi11g01666,,LOC100251293
Vitvi11g01667,VIT_11s0052g01080,LOC100264996
Vitvi11g01668,,LOC100259802
Vitvi11g01669,,LOC104880801
Vitvi11g01670,,LOC104880785
Vitvi11g01671,VIT_11s0052g01140,LOC100244426
Vitvi11g01672,VIT_11s0052g01170,LOC104880800
Vitvi11g01673,,LOC104880799
Vitvi11g01674,VIT_11s0052g01180,LOC100261619
Vitvi11g01675,VIT_11s0052g01200,LOC100266747
Vitvi11g01676,VIT_11s0052g01260,LOC100251303
Vitvi11g01677,VIT_11s0052g01270,LOC100246166
Vitvi11g01678,VIT_11s0052g01280,LOC100241056
Vitvi11g01679,VIT_11s0052g01290,
Vitvi11g01680,VIT_11s0052g01300,LOC100263324
Vitvi11g01681,VIT_11s0052g01310,LOC100258257
Vitvi11g01682,VIT_11s0052g01320,LOC100252949
Vitvi11g01683,VIT_11s0052g01330,
Vitvi11g01684,VIT_11s0052g01340,
Vitvi11g01685,VIT_11s0052g01410,
Vitvi11g01686,VIT_11s0052g01420,LOC100254679
Vitvi11g01687,VIT_11s0052g01430,LOC100249567
Vitvi11g01688,VIT_11s0052g01470,LOC100244409
Vitvi11g01689,VIT_11s0052g01520,
Vitvi11g01690,VIT_11s0052g01530,
Vitvi11g01691,VIT_11s0052g01550,LOC104880781
Vitvi11g01692,VIT_11s0052g01560,LOC100242781
Vitvi11g01693,VIT_11s0052g01570,LOC100263305
Vitvi11g01694,VIT_11s0052g01640,LOC104880797
Vitvi11g01695,VIT_11s0052g01670,
Vitvi11g01696,VIT_11s0052g01680,
Vitvi11g01697,VIT_11s0052g01690,
Vitvi11g01698,,LOC104880796
Vitvi11g01699,VIT_11s0052g01760,LOC104880779
Vitvi11g01700,,LOC104880795
Vitvi11g01701,VIT_11s0052g01790,
Vitvi11g01702,,LOC100266820
Vitvi11g01703,VIT_00s0540g00050,LOC104877292
Vitvi11g01705,VIT_00s0540g00040,LOC100852745
Vitvi11g01706,VIT_00s0540g00020,LOC104878441
Vitvi11g01707,VIT_00s0540g00010,LOC100258593
Vitvi11g01708,,LOC104878529
Vitvi11g01709,VIT_00s0912g00010,LOC100854907
Vitvi11g01710,VIT_00s1608g00010,
Vitvi11g01711,,LOC100852732
Vitvi11g01712,,LOC104878706
Vitvi11g01713,VIT_00s2542g00010,
Vitvi11g01714,VIT_00s2562g00010,
Vitvi11g01715,VIT_00s2562g00020,LOC104878718
Vitvi11g01716,VIT_00s2770g00010,LOC104878745
Vitvi12g00001,VIT_12s0142g00720,LOC100259074
Vitvi12g00002,VIT_12s0142g00710,LOC100264246
Vitvi12g00003,VIT_12s0142g00670,LOC100250610
Vitvi12g00005,VIT_12s0142g00630,LOC100855007
Vitvi12g00006,VIT_12s0142g00620,LOC100247105
Vitvi12g00008,VIT_12s0142g00610,LOC100255795
Vitvi12g00009,VIT_12s0142g00580,LOC100260862
Vitvi12g00011,VIT_12s0142g00510,LOC100262473
Vitvi12g00014,VIT_12s0142g00450,LOC100255858
Vitvi12g00015,VIT_12s0142g00440,LOC100260926
Vitvi12g00017,VIT_12s0142g00390,LOC104880811
Vitvi12g00019,VIT_12s0142g00360,LOC100232864
Vitvi12g00019,VIT_12s0142g00360,LOC104880810
Vitvi12g00020,VIT_12s0142g00340,LOC100259182
Vitvi12g00021,VIT_12s0142g00310,LOC100248901
Vitvi12g00022,VIT_12s0142g00280,LOC100253995
Vitvi12g00024,VIT_12s0142g00260,LOC100242074
Vitvi12g00025,VIT_12s0142g00240,LOC100259123
Vitvi12g00026,VIT_12s0142g00230,LOC100247213
Vitvi12g00027,VIT_12s0142g00220,LOC100252338
Vitvi12g00028,VIT_12s0142g00210,
Vitvi12g00029,VIT_12s0142g00200,LOC100264299
Vitvi12g00031,VIT_12s0142g00190,LOC100242015
Vitvi12g00032,VIT_12s0142g00130,LOC100252272
Vitvi12g00033,VIT_12s0142g00100,LOC100245436
Vitvi12g00034,VIT_12s0142g00090,LOC100250562
Vitvi12g00036,VIT_12s0142g00040,LOC100260818
Vitvi12g00037,VIT_12s0028g00040,LOC100257403
Vitvi12g00038,VIT_12s0028g00050,LOC100262530
Vitvi12g00039,VIT_12s0028g00060,LOC100248849
Vitvi12g00040,VIT_12s0028g00070,LOC100253941
Vitvi12g00041,VIT_12s0028g00080,LOC100259080
Vitvi12g00041,VIT_12s0028g00090,LOC100259080
Vitvi12g00042,VIT_12s0028g00110,LOC100241975
Vitvi12g00044,VIT_12s0028g00140,LOC104880845
Vitvi12g00044,VIT_12s0028g00160,LOC104880845
Vitvi12g00044,VIT_12s0028g00180,LOC100262479
Vitvi12g00044,VIT_12s0028g00180,LOC104880845
Vitvi12g00044,VIT_12s0028g00140,LOC100262479
Vitvi12g00044,VIT_12s0028g00160,LOC100262479
Vitvi12g00045,VIT_12s0028g00200,LOC100245557
Vitvi12g00046,VIT_12s0028g00220,LOC100266136
Vitvi12g00048,VIT_12s0028g00270,LOC100267688
Vitvi12g00049,VIT_12s0028g00310,LOC100245375
Vitvi12g00050,VIT_12s0028g00320,LOC100250504
Vitvi12g00053,VIT_12s0028g00340,LOC100254072
Vitvi12g00054,VIT_12s0028g00350,LOC100255682
Vitvi12g00055,VIT_12s0028g00370,LOC104880844
Vitvi12g00056,VIT_12s0028g00400,LOC100242081
Vitvi12g00058,VIT_12s0028g00450,LOC100260754
Vitvi12g00059,VIT_12s0028g00470,LOC100247220
Vitvi12g00060,VIT_12s0028g00510,
Vitvi12g00061,VIT_12s0028g00520,LOC100243650
Vitvi12g00062,VIT_12s0028g00530,LOC100245442
Vitvi12g00064,VIT_12s0028g00570,LOC100260824
Vitvi12g00065,VIT_12s0028g00590,LOC100266026
Vitvi12g00066,VIT_12s0028g00610,LOC100243717
Vitvi12g00067,VIT_12s0028g00630,LOC100248855
Vitvi12g00068,VIT_12s0028g00640,LOC100253946
Vitvi12g00071,VIT_12s0028g00710,LOC100248785
Vitvi12g00073,VIT_12s0028g00730,LOC100852438
Vitvi12g00073,VIT_12s0028g00810,LOC100852438
Vitvi12g00073,VIT_12s0028g00740,LOC100852438
Vitvi12g00073,VIT_12s0028g00720,LOC100852438
Vitvi12g00075,VIT_12s0028g00830,LOC100254120
Vitvi12g00076,VIT_12s0028g00860,LOC100259242
Vitvi12g00079,VIT_12s0028g00900,
Vitvi12g00080,VIT_12s0028g00920,LOC100233042
Vitvi12g00081,VIT_12s0028g00930,LOC100233043
Vitvi12g00082,VIT_12s0028g00940,LOC100247266
Vitvi12g00084,VIT_12s0028g00960,LOC100252385
Vitvi12g00085,VIT_12s0028g01000,LOC100257514
Vitvi12g00086,VIT_12s0028g01030,LOC100250574
Vitvi12g00087,VIT_12s0028g01040,
Vitvi12g00088,VIT_12s0028g01050,LOC100260829
Vitvi12g00089,VIT_12s0028g01070,LOC104880839
Vitvi12g00089,VIT_12s0028g01070,LOC100264261
Vitvi12g00092,VIT_12s0028g01080,LOC100262649
Vitvi12g00093,VIT_12s0028g01090,LOC100267805
Vitvi12g00095,VIT_12s0028g01100,LOC100257375
Vitvi12g00096,VIT_12s0028g01110,LOC100262490
Vitvi12g00097,VIT_12s0028g01120,LOC104880836
Vitvi12g00097,VIT_12s0028g01120,LOC100245491
Vitvi12g00097,VIT_12s0028g01120,LOC104880837
Vitvi12g00098,VIT_12s0028g01140,LOC100250692
Vitvi12g00099,VIT_12s0028g01150,LOC100250616
Vitvi12g00101,VIT_12s0028g01160,LOC100255800
Vitvi12g00102,VIT_12s0028g01170,LOC104880835
Vitvi12g00102,VIT_12s0028g01170,LOC100260866
Vitvi12g00103,VIT_12s0028g01180,LOC100266074
Vitvi12g00104,VIT_12s0028g01190,LOC100266145
Vitvi12g00105,VIT_12s0028g01200,LOC100243829
Vitvi12g00106,VIT_12s0028g01210,LOC100243758
Vitvi12g00108,VIT_12s0028g01240,LOC100248975
Vitvi12g00108,VIT_12s0028g01230,LOC100248975
Vitvi12g00109,VIT_12s0028g01250,LOC100254000
Vitvi12g00111,VIT_12s0028g01260,LOC100259129
Vitvi12g00112,VIT_12s0028g01280,LOC100259197
Vitvi12g00113,VIT_12s0028g01300,LOC100247162
Vitvi12g00114,VIT_12s0028g01320,LOC100252279
Vitvi12g00115,VIT_12s0028g01330,LOC100247231
Vitvi12g00116,VIT_12s0028g01350,LOC100252351
Vitvi12g00117,VIT_12s0028g01360,LOC100262536
Vitvi12g00118,VIT_12s0028g01370,LOC100267770
Vitvi12g00119,VIT_12s0028g01380,LOC104880856
Vitvi12g00120,VIT_12s0028g01390,LOC100267696
Vitvi12g00121,VIT_12s0028g01410,LOC100250580
Vitvi12g00122,VIT_12s0028g01420,LOC100260833
Vitvi12g00124,VIT_12s0028g01440,LOC100253956
Vitvi12g00124,VIT_12s0028g01450,LOC100253956
Vitvi12g00124,VIT_12s0028g01460,LOC100253956
Vitvi12g00127,VIT_12s0028g01490,
Vitvi12g00130,VIT_12s0028g01510,
Vitvi12g00131,VIT_12s0028g01520,LOC100257381
Vitvi12g00134,,LOC100250473
Vitvi12g00136,VIT_12s0028g01540,
Vitvi12g00137,VIT_12s0028g01550,LOC100254085
Vitvi12g00138,VIT_12s0028g01570,LOC100853556
Vitvi12g00139,VIT_12s0028g01590,LOC100853483
Vitvi12g00141,VIT_12s0028g01610,LOC100250511
Vitvi12g00141,VIT_12s0028g01600,LOC100250511
Vitvi12g00144,VIT_12s0028g01620,LOC100252357
Vitvi12g00145,VIT_12s0028g01640,LOC100267773
Vitvi12g00146,VIT_12s0028g01670,LOC100255689
Vitvi12g00147,VIT_12s0028g01680,
Vitvi12g00148,VIT_12s0028g01700,LOC100250582
Vitvi12g00148,VIT_12s0028g01690,LOC100250582
Vitvi12g00149,VIT_12s0028g01710,LOC100255766
Vitvi12g00150,VIT_12s0028g01730,LOC100266042
Vitvi12g00151,VIT_12s0028g01740,LOC100260760
Vitvi12g00153,VIT_12s0028g01770,LOC100243731
Vitvi12g00154,VIT_12s0028g01790,LOC100253961
Vitvi12g00155,VIT_12s0028g01800,LOC100243655
Vitvi12g00157,VIT_12s0028g01810,LOC100248790
Vitvi12g00158,VIT_12s0028g01820,LOC100254127
Vitvi12g00160,VIT_12s0028g01890,LOC104880830
Vitvi12g00161,VIT_12s0028g01910,
Vitvi12g00163,VIT_12s0028g01970,LOC100252390
Vitvi12g00164,VIT_12s0028g01980,LOC100257519
Vitvi12g00165,VIT_12s0028g01990,LOC100262654
Vitvi12g00167,VIT_12s0028g02000,LOC100267811
Vitvi12g00168,VIT_12s0028g02010,LOC100264389
Vitvi12g00170,VIT_12s0028g02020,LOC100245498
Vitvi12g00175,VIT_12s0028g02070,LOC100250622
Vitvi12g00177,VIT_12s0028g02080,LOC104880828
Vitvi12g00178,VIT_12s0028g02100,LOC100267778
Vitvi12g00179,VIT_12s0028g02110,LOC100245463
Vitvi12g00181,VIT_12s0028g02120,LOC100255804
Vitvi12g00181,VIT_12s0028g02130,LOC100255804
Vitvi12g00182,VIT_12s0028g02150,LOC100260870
Vitvi12g00183,VIT_12s0028g02160,LOC100266079
Vitvi12g00184,VIT_12s0028g02170,LOC100243760
Vitvi12g00185,VIT_12s0028g02180,LOC100233103
Vitvi12g00186,VIT_12s0028g02190,LOC100266048
Vitvi12g00187,,LOC100248875
Vitvi12g00188,VIT_12s0028g02200,LOC100253969
Vitvi12g00189,VIT_12s0028g02210,LOC100259105
Vitvi12g00190,VIT_12s0028g02220,LOC100254005
Vitvi12g00192,,LOC100241997
Vitvi12g00193,VIT_12s0028g02240,LOC100247135
Vitvi12g00195,VIT_12s0028g02280,LOC104880825
Vitvi12g00196,VIT_12s0028g02300,LOC100242026
Vitvi12g00197,VIT_12s0028g02320,LOC100852554
Vitvi12g00198,VIT_12s0028g02340,LOC100262542
Vitvi12g00200,VIT_12s0028g02350,LOC100267703
Vitvi12g00201,VIT_12s0028g02360,LOC100267668
Vitvi12g00202,VIT_12s0028g02370,LOC100245387
Vitvi12g00204,VIT_12s0028g02380,
Vitvi12g00205,VIT_12s0028g02390,LOC100250516
Vitvi12g00206,VIT_12s0028g02400,LOC100250486
Vitvi12g00207,VIT_12s0028g02410,LOC100255665
Vitvi12g00208,VIT_12s0028g02430,LOC100266164
Vitvi12g00209,VIT_12s0028g02440,LOC100255693
Vitvi12g00210,,LOC104880824
Vitvi12g00211,VIT_12s0028g02450,
Vitvi12g00212,VIT_12s0028g02470,LOC100254098
Vitvi12g00213,VIT_12s0028g02480,LOC100259214
Vitvi12g00214,VIT_12s0028g02500,LOC100265975
Vitvi12g00215,VIT_12s0028g02510,LOC100264393
Vitvi12g00217,,LOC100247242
Vitvi12g00219,VIT_12s0028g02520,LOC100243659
Vitvi12g00220,VIT_12s0028g02530,LOC100248798
Vitvi12g00221,VIT_12s0028g02540,LOC100267784
Vitvi12g00222,VIT_12s0028g02550,LOC100245468
Vitvi12g00224,VIT_12s0028g02570,LOC100253888
